timestamp;1st floor;Tech_window;Zone2;Zone3;Zone1
1678893600000.0;0.0297272727273139;0.0743181818206721;0.1412045454545705;0.0524999999997817;0.0743181818179437
1678894200000.0;0.0240000000001145;0.0599999999985811;0.1140000000000327;0.0218181818181619;0.0600000000013096
1678894800000.0;0.0239999999994324;0.0600000000013096;0.1139999999998622;0.0381818181804192;0.0599999999958527
1678895400000.0;0.0240000000001145;0.0381818181804192;0.1140000000000327;0.0;0.0600000000013096
1678896000000.0;0.0240000000001145;0.0218181818181619;0.1140000000000327;0.0218181818181619;0.0600000000013096
1678896600000.0;0.0218181818181619;0.0600000000013096;0.1140000000000327;0.0381818181831477;0.0600000000013096
1678897200000.0;0.0201818181815269;0.0599999999985811;0.1140000000000327;0.0218181818181619;0.0600000000013096
1678897800000.0;0.0240000000001145;0.0600000000013096;0.1139999999998622;0.0381818181804192;0.0818181818140146
1678898400000.0;0.0240000000001145;0.0381818181804192;0.1140000000000327;0.0;0.0981818181844573
1678899000000.0;0.0240000000001145;0.0218181818181619;0.1140000000000327;0.0218181818181619;0.0600000000013096
1678899600000.0;0.0218181818181619;0.0600000000013096;0.1118181818182506;0.0381818181831477;0.0599999999958527
1678900200000.0;0.0201818181815269;0.0599999999985811;0.1101818181817861;0.0218181818181619;0.0600000000013096
1678900800000.0;0.0240000000001145;0.4309090909100632;0.1118181818182506;0.0381818181804192;0.0600000000013096
1678901400000.0;0.021818181818844;2.323636363636979;0.1101818181817861;0.0218181818181619;0.0600000000013096
1678902000000.0;0.0201818181815269;4.761818181817944;0.1139999999998622;0.0381818181831477;0.0599999999958527
1678902600000.0;0.0240000000001145;5.285454545453831;0.1140000000000327;0.0;0.0600000000013096
1678903200000.0;0.0218181818181619;5.400000000000546;0.1140000000000327;0.1963636363634577;0.0600000000013096
1678903800000.0;0.0201818181815269;5.400000000000546;0.1140000000000327;0.8672727272705743;0.0600000000013096
1678904400000.0;0.0240000000001145;5.44363636363687;0.1140000000000327;1.309090909092447;0.0599999999958527
1678905000000.0;0.0240000000001145;5.520000000000437;0.1139999999998622;0.6872727272721022;0.9545454545459506
1678905600000.0;0.0240000000001145;5.519999999997708;0.1118181818182506;0.0218181818181619;4.854545454543768
1678906200000.0;0.0218181818181619;5.541818181818599;0.1101818181817861;0.0381818181831477;8.940000000004147
1678906800000.0;0.0201818181815269;5.427272727274612;0.1140000000000327;0.0218181818181619;8.93999999999869
1678907400000.0;0.0240000000001145;3.305454545454268;0.1118181818182506;0.0381818181804192;8.983636363640471
1678908000000.0;0.0240000000001145;0.0381818181804192;0.1101818181817861;0.0;9.059999999995853
1678908600000.0;0.0218181818181619;0.0;0.1140000000000327;0.0218181818181619;9.038181818183148
