,0
0,513.5
1,513.5
2,513.5
3,513.5
4,513.5
5,513.5
6,513.5
7,513.5
8,513.5
9,513.5
10,513.5
11,513.5
12,513.5
13,513.5
14,513.5
15,513.5
16,513.5
17,513.5
18,513.5
19,513.5
20,513.5
21,513.5
22,513.5
23,513.5
24,513.5
25,513.5
26,513.5
27,513.5
28,513.5
29,513.5
30,513.5
31,513.5
32,513.5
33,513.5
34,513.5
35,513.5
36,513.5
37,513.5
38,513.5
39,513.5
40,513.5
41,513.5
42,513.5
43,513.5
44,513.5
45,513.5
46,513.5
47,513.5
48,513.5
49,513.5
50,513.5
51,513.5
52,513.5
53,513.5
54,513.5
55,513.5
56,513.5
57,513.5
58,513.5
59,513.5
60,513.5
61,513.5
62,513.5
63,513.5
64,513.5
65,513.5
66,513.5
67,513.5
68,513.5
69,513.5
70,513.5
71,513.5
72,513.5
73,513.5
74,513.5
75,513.5
76,513.5
77,513.5
78,513.5
79,513.5
80,513.5
81,513.5
82,513.5
83,513.5
84,513.5
85,513.5
86,513.5
87,513.5
88,513.5
89,513.5
90,513.5
91,513.5
92,513.5
93,513.5
94,513.5
95,513.5
96,513.5
97,513.5
98,513.5
99,513.5
100,513.5
101,513.5
102,513.5
103,513.5
104,513.5
105,513.5
106,513.5
107,513.5
108,513.5
109,513.5
110,513.5
111,513.5
112,513.5
113,513.5
114,513.5
115,513.5
116,513.5
117,513.5
118,513.5
119,513.5
120,513.5
121,513.5
122,513.5
123,513.5
124,513.5
125,513.5
126,513.5
127,513.5
128,513.5
129,513.5
130,513.5
131,513.5
132,513.5
133,513.5
134,513.5
135,513.5
136,513.5
137,513.5
138,513.5
139,513.5
140,513.5
141,513.5
142,513.5
143,513.5
144,513.5
145,513.5
146,513.5
147,513.5
148,513.5
149,513.5
150,513.5
151,513.5
152,513.5
153,513.5
154,513.5
155,513.5
156,513.5
157,513.5
158,513.5
159,513.5
160,513.5
161,513.5
162,513.5
163,513.5
164,513.5
165,513.5
166,513.5
167,513.5
168,513.5
169,513.5
170,513.5
171,513.5
172,513.5
173,513.5
174,513.5
175,513.5
176,513.5
177,513.5
178,513.5
179,513.5
180,513.5
181,513.5
182,513.5
183,513.5
184,513.5
185,513.5
186,513.5
187,513.5
188,513.5
189,513.5
190,513.5
191,513.5
192,513.5
193,513.5
194,513.5
195,513.5
196,513.5
197,513.5
198,513.5
199,513.5
200,513.5
201,513.5
202,513.5
203,513.5
204,513.5
205,513.5
206,513.5
207,513.5
208,513.5
209,513.5
210,513.5
211,513.5
212,513.5
213,513.5
214,513.5
215,513.5
216,513.5
217,513.5
218,513.5
219,513.5
220,513.5
221,513.5
222,513.5
223,513.5
224,513.5
225,513.5
226,513.5
227,513.5
228,513.5
229,513.5
230,513.5
231,513.5
232,513.5
233,513.5
234,513.5
235,513.5
236,513.5
237,513.5
238,513.5
239,513.5
240,513.5
241,513.5
242,513.5
243,513.5
244,513.5
245,513.5
246,513.5
247,513.5
248,513.5
249,513.5
250,513.5
251,513.5
252,513.5
253,513.5
254,513.5
255,513.5
256,513.5
257,513.5
258,513.5
259,513.5
260,513.5
261,513.5
262,513.5
263,513.5
264,513.5
265,513.5
266,513.5
267,513.5
268,513.5
269,513.5
270,513.5
271,513.5
272,513.5
273,513.5
274,513.5
275,513.5
276,513.5
277,513.5
278,513.5
279,513.5
280,513.5
281,513.5
282,513.5
283,513.5
284,513.5
285,513.5
286,513.5
287,513.5
288,513.5
289,513.5
290,513.5
291,513.5
292,513.5
293,513.5
294,513.5
295,513.5
296,513.5
297,513.5
298,513.5
299,513.5
300,513.5
301,513.5
302,513.5
303,513.5
304,513.5
305,513.5
306,513.5
307,513.5
308,513.5
309,513.5
310,513.5
311,513.5
312,513.5
313,513.5
314,513.5
315,513.5
316,513.5
317,513.5
318,513.5
319,513.5
320,513.5
321,513.5
322,513.5
323,513.5
324,513.5
325,513.5
326,513.5
327,513.5
328,513.5
329,513.5
330,513.5
331,513.5
332,513.5
333,513.5
334,513.5
335,513.5
336,513.5
337,513.5
338,513.5
339,513.5
340,513.5
341,513.5
342,513.5
343,513.5
344,513.5
345,513.5
346,513.5
347,513.5
348,513.5
349,513.5
350,513.5
351,513.5
352,513.5
353,513.5
354,513.5
355,513.5
356,513.5
357,513.5
358,513.5
359,513.5
360,513.5
361,513.5
362,513.5
363,513.5
364,513.5
365,513.5
366,513.5
367,513.5
368,513.5
369,513.5
370,513.5
371,513.5
372,513.5
373,513.5
374,513.5
375,513.5
376,513.5
377,513.5
378,513.5
379,513.5
380,513.5
381,513.5
382,513.5
383,513.5
384,513.5
385,513.5
386,513.5
387,513.5
388,513.5
389,513.5
390,513.5
391,513.5
392,513.5
393,513.5
394,513.5
395,513.5
396,513.5
397,513.5
398,513.5
399,513.5
400,513.5
401,513.5
402,513.5
